"ogc_fid	id	ulykkenummer	intulykkenr	nestenulykke	dato	breddegrad	lengdegrad	ulykketype_kode	ulykketype	skipinvolvert	geom_wkt"
"6874	23ED74AC-7031-49CF-8A45-AFEABBC4DB11	2000/0152	20000152	N	2000-11-02	69.53667	17.68333	G	Grunnst�ting	SIV JANNE	POINT(17.6833324432373 69.5366668701172)"
"6511	3F503429-8CCC-441B-BE73-A5B6ED87D3BC	2000/0117	20000117	N	2000-11-02	69.87434	18.48033	G	Grunnst�ting	GRIMEN	POINT(18.4803333282471 69.8743362426758)"
"3464	E7D191ED-8DBB-40D6-BA86-56B23A1EEDD2	2000/0116	20000116	N	2000-11-02	68.23583	14.58933	G	Grunnst�ting	MAY-INGER	POINT(14.5893335342407 68.2358322143555)"
"1382	9B1E1BCF-63B3-4D5C-A747-2281FA67A0E5	2000/0224	20000224	N	2000-10-30	66.33683	12.972	G	Grunnst�ting	RANA	POINT(12.9720001220703 66.3368301391602)"
"480	6CB5E75E-E273-4E6D-99E5-0C76528306BE	2000/0219	20000219	N	2000-10-29	64.0285	9.934	G	Grunnst�ting	FRU INGER	POINT(9.93400001525879 64.0285034179688)"
"3159	9B74649E-7498-4828-8864-4F7DC0C82770	2000/0115	20000115	N	2000-10-28	59.9	10.71667	G	Grunnst�ting	BAMSE BRAKAR	POINT(10.7166662216187 59.9000015258789)"
"8793	AB03D5C9-1303-4D32-982C-DCECB13FD654	2000/0036	20000036	N	2000-10-28	60.758	11.48533	G	Grunnst�ting	SOL KARI	POINT(11.4853315353394 60.757999420166)"
"2637	92FC59F2-C593-4285-AEF7-428391526E9C	2000/0113	20000113	N	2000-10-18	65.91666	12.36867	G	Grunnst�ting	SØRBØEN	POINT(12.3686666488647 65.9166641235352)"
"7522	E8700143-2521-4CCD-AE2F-BE7AD6F6DF87	2000/0149	20000149	N	2000-10-18	45.33467	-70.28484	G	Grunnst�ting	FOSSNES	POINT(-70.2848358154297 45.3346672058105)"
"1706	C1F0540B-2F4F-4EF6-9B23-2A97C7443ECF	2000/0148	20000148	N	2000-10-15	57.81083	-8.568334	G	Grunnst�ting	ELEKTRON	POINT(-8.56833362579346 57.8108329772949)"
"1363	817A35DB-4FF6-4A94-80AE-2207EF913BA5	2000/0107	20000107	N	2000-09-28	-36.015	-56.05333	G	Grunnst�ting	SITACAMILLA	POINT(-56.0533332824707 -36.0149993896484)"
"1570	9C79A019-D49C-4614-B925-271A3417A0AE	2000/0102	20000102	N	2000-09-09	57.762	19.08717	G	Grunnst�ting	BEWA	POINT(19.0871658325195 57.7620010375977)"
"275	AACECBBE-3EC6-4DEA-9BC7-06CBA6103528	2000/0185	20000185	N	2000-09-08	58.877	5.433167	G	Grunnst�ting	RAMSØGUTT	POINT(5.43316650390625 58.8769989013672)"
"1390	B73607AE-1CDC-4D1F-B9F8-22AED3A9D333	2000/0087	20000087	N	2000-09-08	67.12366	14.04083	G	Grunnst�ting	TRIO VEGA	POINT(14.0408334732056 67.123664855957)"
"3144	12A77940-5D63-4989-8EA7-4F1A40886D3E	2000/0101	20000101	N	2000-09-06	68.285	15.23383	G	Grunnst�ting	MARIA	POINT(15.2338333129883 68.2850036621094)"
"4794	263F9EFB-CA6C-490D-A8A5-78C366A44EDD	2000/0184	20000184	N	2000-09-06	58.017	7.459667	G	Grunnst�ting	MIJANA	POINT(7.45966672897339 58.0169982910156)"
"8381	5B97FBB9-D0FB-4778-A224-D29ADD82C2A0	2000/0222	20000222	N	2000-09-02	66.504	1.108	G	Grunnst�ting	NESNAGUBBEN	POINT(1.10800004005432 66.5039978027344)"
"5967	E0F36D97-95C0-4813-8781-9794F87BEC75	2000/0086	20000086	N	2000-08-30	61.26667	4.633333	G	Grunnst�ting	GRIP SUPERIOR	POINT(4.63333320617676 61.2666664123535)"
"7335	4145F42D-E210-41AB-8960-BA3C0AE2A5AA	2000/0099	20000099	N	2000-08-30	70.3795	31.14683	G	Grunnst�ting	G.O. SARS	POINT(31.1468334197998 70.3795013427734)"
"7282	9110402D-93A7-4A11-9823-B91E48FD6074	2000/0084	20000084	N	2000-08-12	68.55367	16.32433	G	Grunnst�ting	HUSBY JUNIOR	POINT(16.324333190918 68.5536651611328)"
"9220	1BE8FF64-563F-4811-BBA8-E8DC8C3FFABA	2000/0083	20000083	N	2000-08-05	62.505	6.135334	G	Grunnst�ting	SJØFAREREN	POINT(6.13533353805542 62.5050010681152)"
"4035	5589317B-A8D4-4BAE-80C2-65AA51290D3B	2000/0097	20000097	N	2000-07-29	63.86767	9.7345	G	Grunnst�ting	OSCAR	POINT(9.73449993133545 63.8676681518555)"
"2741	DE7A156B-AFAD-44C3-8A2F-44E069083FBD	2000/0140	20000140	N	2000-07-24	55.94667	12.76333	G	Grunnst�ting	AASLAND	POINT(12.7633333206177 55.9466667175293)"
"8693	1243E8DD-18B1-4A96-BFE4-DAB472187F16	2000/0135	20000135	N	2000-07-01	21.857	113.2338	G	Grunnst�ting	BERGE SISU	POINT(113.233833312988 21.8570003509521)"
"578	EFE0DF10-F5B0-4314-9993-0EC928CAF1E2	2000/0179	20000179	N	2000-06-24	58.50667	5.785	G	Grunnst�ting	SKREDBAKK	POINT(5.78499984741211 58.5066680908203)"
"2161	018E0E4D-2A9E-4E99-96C7-3612F09CB250	2000/0076	20000076	N	2000-06-20	58.98	9.75833	G	Grunnst�ting	BOA TRANSPORTER	POINT(9.75833034515381 58.9799995422363)"
"7014	6D658D48-0154-4645-8A38-B375C163A053	2000/0075	20000075	N	2000-06-17	59.2	10.95	G	Grunnst�ting	NORDLAND	POINT(10.9499998092651 59.2000007629395)"
"6718	A2DBE2D6-82FE-4E87-B6FD-ABB1EB21EEEE	2000/0074	20000074	N	2000-06-14	59.81717	5.6675	G	Grunnst�ting	ULVIK	POINT(5.66750001907349 59.8171653747559)"
"4657	556C1207-42C3-47C6-B473-759A7CFADE72	2000/0071	20000071	N	2000-06-08	59.28333	11.11667	G	Grunnst�ting	KRABBEN	POINT(11.1166667938232 59.283332824707)"
"7733	A6A0AD02-4533-4F17-B67E-C3799CC0BE1D	2000/0234	20000234	N	2000-05-21	63.6	9.234834	G	Grunnst�ting	ANSNES	POINT(9.23483371734619 63.5999984741211)"
"6988	03E67372-A4FF-4D4C-B2A2-B2E2D41116CC	2000/0044	20000044	N	2000-05-20	70.57867	23.0795	G	Grunnst�ting	ARNØYTRÅL	POINT(23.0795001983643 70.5786666870117)"
"2514	2FE2F04A-1F04-4036-9A14-3F2E2D01974C	2000/0134	20000134	N	2000-05-20	-19.88833	34.85	G	Grunnst�ting	NIDIA	POINT(34.8499984741211 -19.888334274292)"
"3771	2D6CCCCE-24B4-408B-8EBE-5EFFD04986C9	2000/0066	20000066	N	2000-05-19	70.05333	20.33666	G	Grunnst�ting	POLARTRÅL	POINT(20.3366641998291 70.0533294677734)"
"5467	513E1BE7-9F55-4769-B368-8A0951906F51	2000/0065	20000065	N	2000-05-16	59.97	5.366667	G	Grunnst�ting	TANANGER	POINT(5.36666679382324 59.9700012207031)"
"931	37E917C3-BEBD-45EE-850E-178A1CBC0B3B	2000/0040	20000040	N	2000-05-05	70.35767	21.79633	G	Grunnst�ting	GARPHOLMEN	POINT(21.7963333129883 70.357666015625)"
"2157	76B21A9D-8C5E-4041-9EDA-35FF29036E60	2000/0041	20000041	N	2000-05-04	69.85167	19.70333	G	Grunnst�ting	MAGNE JOHAN	POINT(19.703332901001 69.8516693115234)"
"7942	20554795-05D6-436B-9819-C8836D1A8C99	2000/0038	20000038	N	2000-04-17	70.23333	19.49833	G	Grunnst�ting	GLIMT	POINT(19.4983329772949 70.2333297729492)"
"2125	CEC3BADF-7C9E-4D46-B4EC-3549D99EB23E	2000/0217	20000217	N	2000-04-17	65.58466	12.3015	G	Grunnst�ting	TORGTIND	POINT(12.3015003204346 65.5846633911133)"
"654	47B01091-7964-4C12-A4D7-106BD9D9D48A	2000/0233	20000233	N	2000-04-13	64.5225	11.49417	G	Grunnst�ting	URSUS	POINT(11.4941663742065 64.5224990844727)"
"7567	0FE069F1-799C-4AC6-908F-BF9E3C0000AC	2000/0174	20000174	N	2000-04-10	59.25033	5.352833	G	Grunnst�ting	NAUSTHOLM	POINT(5.35283327102661 59.2503318786621)"
"3071	98C3A745-F2E1-4A66-8046-4D927F272F4D	2000/0063	20000063	N	2000-03-23	70.38667	31.04667	G	Grunnst�ting	TÅFJORD	POINT(31.046667098999 70.3866653442383)"
"6869	F68BE7FE-B57C-408F-932F-AFDB1ED9FD6D	2000/0034	20000034	N	2000-03-18	70.78733	23.5	G	Grunnst�ting	VÅGAVÆRING	POINT(23.5 70.7873306274414)"
"859	3F7F2488-D93D-4C44-89CE-15F698D8DF83	2000/0129	20000129	N	2000-03-16	51.995	4.048333	G	Grunnst�ting	MAGNITUDE	POINT(4.04833316802979 51.9949989318848)"
"6567	995CEEAA-438D-4987-8A9C-A78BC7DE45FC	2000/0059	20000059	N	2000-03-15	69.55	18.70667	G	Grunnst�ting	LYSØY	POINT(18.7066669464111 69.5500030517578)"
"8494	9C2A60C2-4447-4CB5-8457-D5AA34FE4A19	2000/0226	20000226	N	2000-03-15	69.0075	15.07167	G	Grunnst�ting	STARFRAKT	POINT(15.0716667175293 69.0074996948242)"
"6496	4EB60EB3-8090-420A-80E5-A558384125F9	2000/0220	20000220	N	2000-03-07	67.4855	12.23483	G	Grunnst�ting	RØST	POINT(12.2348337173462 67.4854965209961)"
"2335	4C35F22D-0477-4CA6-95FA-3A32FBBD247D	2000/0057	20000057	N	2000-03-06	60.16667	24.95	G	Grunnst�ting	AURORA	POINT(24.9500007629395 60.1666679382324)"
"7778	60A6DEC2-5C78-4B87-B766-C4AF4327CF16	2000/0024	20000024	N	2000-03-06	68.56033	16.52167	G	Grunnst�ting	HOLMINGEN	POINT(16.5216674804688 68.5603332519531)"
"7166	081967E4-24C8-49FA-B298-B6CBA0816C78	2000/0029	20000029	N	2000-02-25	69.36166	17.03667	G	Grunnst�ting	FRED YNGVE	POINT(17.0366668701172 69.3616638183594)"
"6125	747D6819-D061-4742-B758-9BECD2614C29	2000/0025	20000025	N	2000-02-22	68.65334	14.45	G	Grunnst�ting	KILAHOLM	POINT(14.4499998092651 68.6533355712891)"
"1775	616A88D8-7659-44AB-ADFD-2C89721351DF	2000/0020	20000020	N	2000-02-15	71.02	27.41667	G	Grunnst�ting	NORDSJØ	POINT(27.4166660308838 71.0199966430664)"
"9941	1A895EDF-DC02-4A3E-AF90-FB72A1F276CB	2000/0046	20000046	N	2000-02-09	61.77667	4.903333	G	Grunnst�ting	R.S. PLATOU	POINT(4.90333318710327 61.776668548584)"
"1370	74BA8C9A-3316-47CC-86EB-22422BCC7553	2000/0010	20000010	N	2000-02-08	66.08334	12.58333	G	Grunnst�ting	LØKTA	POINT(12.5833330154419 66.0833358764648)"
"498	78CB3617-515B-4E4B-BF86-0CBEF76C21D4	2000/0037	20000037	N	2000-02-08	70.05167	20.80333	G	Grunnst�ting	SIVELAND	POINT(20.8033332824707 70.0516662597656)"
"8786	24835F35-7DF0-4CD8-A357-DCC71F283728	2000/0026	20000026	N	2000-02-02	63.92167	9.885333	G	Grunnst�ting	FLOTTRA	POINT(9.88533306121826 63.9216651916504)"
"6697	1CA8922A-24BB-42FD-890C-AB2888AAD4EE	2000/0007	20000007	N	2000-01-27	69.3775	18.08833	G	Grunnst�ting	THURSO	POINT(18.0883331298828 69.3775024414063)"
"1936	1AE1D9DB-7B2D-4ADE-A03E-30A6C36091DE	2000/0005	20000005	N	2000-01-25	67.257	14.2255	G	Grunnst�ting	BIRKELAND	POINT(14.2255001068115 67.2570037841797)"
"1669	8C8E2744-C1D7-43FD-AC41-294F66AEA02A	2000/0022	20000022	N	2000-01-17	33.83333	-78.05	G	Grunnst�ting	STAR HERANGER	POINT(-78.0500030517578 33.8333320617676)"
"5764	40D8B79E-EBA6-4AED-A272-92E5EDF6C7A5	2000/0003	20000003	N	2000-01-17	62.2	5.5	G	Grunnst�ting	ALUTRANS	POINT(5.5 62.2000007629395)"
"8262	4E3AB860-2937-4091-B76A-CFB1243040E7	2000/0002	20000002	N	2000-01-12	65.874	12.01667	G	Grunnst�ting	THOROLF KVELDULFSØN	POINT(12.0166654586792 65.8740005493164)"
"7862	11162AE7-3C23-4435-8F32-C661949EAB78	2000/1487	20001487	N	2000-01-11	69.10133	15.25133	G	Grunnst�ting	HALGAFELLI	POINT(15.2513303756714 69.1013336181641)"
"2765	75205CF2-B1D5-4325-9E82-457F6EDB091B	2000/0030	20000030	N	2000-01-05	60.26667	5.171667	G	Grunnst�ting	BARONEN	POINT(5.17166662216187 60.2666664123535)"
"521	1781ECBA-0BA0-4000-96FB-0D2B7587A292	1999/0219	19990219	N	1999-12-27	66.8425	13.30833	G	Grunnst�ting	FJORDGLIMT	POINT(13.3083333969116 66.8424987792969)"
"9642	873FC618-8BAF-4EEF-AF1B-F421F2F1A683	1999/0215	19990215	N	1999-12-18	70.99167	24.77	G	Grunnst�ting	ODD TORE	POINT(24.7700004577637 70.9916687011719)"
"2910	818F2CA9-91DD-401F-8558-48EEA53304B9	1999/0212	19990212	N	1999-12-14	70.018	20.85167	G	Grunnst�ting	REINØY	POINT(20.8516674041748 70.0179977416992)"
"605	44BB554F-D292-48ED-AE80-0F5529CF81D0	1999/0238	19990238	N	1999-12-12	64.92367	11.251	G	Grunnst�ting	SCANTANK	POINT(11.2510004043579 64.9236679077148)"
"47	ACB6B120-AAA2-48CE-B5BB-012717D97A05	1999/0210	19990210	N	1999-12-11	70.7085	30.01667	G	Grunnst�ting	SILJE ANETTE	POINT(30.0166664123535 70.7085037231445)"
"9381	08F5BF3A-BEB8-4723-9C4D-ED59D152EBFF	1999/0209	19990209	N	1999-12-11	70.936	24.773	G	Grunnst�ting	TERNHOLM	POINT(24.7730007171631 70.9359970092773)"
"777	D8F749ED-2051-49EC-B6CD-13A7E61E06CE	1999/0207	19990207	N	1999-12-06	68.8985	16.6465	G	Grunnst�ting	SENJAGUTTEN	POINT(16.6464996337891 68.8984985351563)"
"3811	F7FD1D79-C83E-4B60-86A7-5FF0F7242FCE	1999/0240	19990240	N	1999-11-26	59.54335	5.22452	G	Grunnst�ting	SLEIPNER	POINT(5.22452020645142 59.5433464050293)"
"8705	238973BE-6C76-44DC-8877-DAF71A77368B	1999/0249	19990249	N	1999-11-09	68.22533	14.77333	G	Grunnst�ting	ANDENESFISK	POINT(14.7733335494995 68.2253341674805)"
"5058	F2E15A72-2DB3-4D01-8B41-802395A0435F	1999/0182	19990182	N	1999-11-08	64.99233	11.58333	G	Grunnst�ting	VIKING I	POINT(11.5833330154419 64.9923324584961)"
"3009	8528F2DE-9111-4C27-877B-4BD454BADB46	1999/0200	19990200	N	1999-11-05	70.77834	26.17333	G	Grunnst�ting	BARENTSHAV	POINT(26.1733341217041 70.7783355712891)"
"2735	9B64B302-5670-4B90-9341-44C85321611B	1999/0242	19990242	N	1999-11-03	60.33333	5.166667	G	Grunnst�ting	EIDFJORD	POINT(5.16666650772095 60.3333320617676)"
"1761	C3ED3B8F-4429-47C5-8493-2C303D95CCFD	1999/0226	19990226	N	1999-11-02	65.92233	12.956	G	Grunnst�ting	TENNA	POINT(12.956000328064 65.9223327636719)"
"8709	C274DD10-CD36-4875-B6E1-DB00B63F637F	1999/0180	19990180	N	1999-10-30	69.51583	17.47	G	Grunnst�ting	MORTEN LARSEN	POINT(17.4699993133545 69.5158309936523)"
"6198	17217620-5507-4836-A840-9DF1E13B618A	1999/0262	19990262	N	1999-10-30	68.9555	14.99233	G	Grunnst�ting	ØKSNESVÆRINGEN	POINT(14.9923334121704 68.9554977416992)"
"4792	181A892E-88BA-447B-B19A-78BA6C6E6BD4	1999/0257	19990257	N	1999-10-25	65.47517	12.209	G	Grunnst�ting	BÅRAGUTT	POINT(12.2089996337891 65.4751663208008)"
"4507	550829E2-9046-4722-B09C-714195408D93	1999/0183	19990183	N	1999-10-25	65.8555	11.7565	G	Grunnst�ting	KENETH	POINT(11.7565002441406 65.8554992675781)"
"568	154A2981-9352-487B-B7A4-0E80F852995D	1999/0196	19990196	N	1999-10-15	70.48333	22.43333	G	Grunnst�ting	REX	POINT(22.4333324432373 70.4833297729492)"
"3714	9CA6CD4A-6339-4998-ACB1-5D8D62D2DE66	1999/0178	19990178	N	1999-10-13	70.48	22.17333	G	Grunnst�ting	SØRØY	POINT(22.1733341217041 70.4800033569336)"
"744	FBF6087A-FE0F-4714-BC10-12CEDEAC26EA	1999/0177	19990177	N	1999-10-13	69.325	19.76667	G	Grunnst�ting	ANNE MAGNE	POINT(19.7666664123535 69.3249969482422)"
"7554	0A6C168F-29E7-4EB6-AA75-BF60762B674D	1999/0195	19990195	N	1999-10-11	66.55	13.1	G	Grunnst�ting	SØLVSKJER	POINT(13.1000003814697 66.5500030517578)"
"6402	8D78E7BF-8B92-4CAA-A562-A2F57AD61F1B	1999/0147	19990147	N	1999-09-14	68.22334	14.6025	G	Grunnst�ting	PER	POINT(14.602499961853 68.2233352661133)"
"1730	FAA67E32-65A5-42BB-9918-2B44781366B8	1999/0247	19990247	N	1999-08-30	67.834	14.77467	G	Grunnst�ting	KONGSVAAG	POINT(14.7746667861938 67.8339996337891)"
"9469	D3FFECCA-D9EC-4484-93C7-EFB9AF56EA0A	1999/0166	19990166	N	1999-08-25	69.97166	19.87833	G	Grunnst�ting	CROSS COAST	POINT(19.8783340454102 69.9716644287109)"
"5481	C58957E2-7B9D-4815-8484-8A5AEB25E93F	1999/0165	19990165	N	1999-08-12	70.75	23.41667	G	Grunnst�ting	TOPAS	POINT(23.4166660308838 70.75)"
"3196	335C7BBE-FBB3-452E-B913-504FCFF1BFD3	1999/0137	19990137	N	1999-07-29	62.89217	5.844333	G	Grunnst�ting	HEDDA	POINT(5.84433317184448 62.8921661376953)"
"7701	C9FA4B2F-A5CA-428F-AFA6-C2AA95C6D4D1	1999/0148	19990148	N	1999-07-23	70.69334	29.80417	G	Grunnst�ting	ODD LINDBERG	POINT(29.8041667938232 70.6933364868164)"
"3941	D7B0FE3F-6127-4002-ACE7-632741EF3A87	1999/0115	19990115	N	1999-07-16	71.16683	25.75667	G	Grunnst�ting	BRÆKKAN SENIOR	POINT(25.7566661834717 71.1668319702148)"
"5410	0BFDE258-9A9D-4D42-BA6B-889CE84F927C	1999/0162	19990162	N	1999-07-15	59.772	10.55017	G	Grunnst�ting	KRONPRINS HARALD	POINT(10.5501670837402 59.7719993591309)"
"4506	ECBDCD5B-CD02-4BED-B049-712CAD87BC78	1999/0161	19990161	N	1999-07-11	71	24.975	G	Grunnst�ting	STEINFALK	POINT(24.9750003814697 71)"
"7022	CF6A7235-1CED-4DC7-ABB9-B3BB4D85029F	1999/0124	19990124	N	1999-07-02	67.859	14.805	G	Grunnst�ting	SKOGØY	POINT(14.8050003051758 67.859001159668)"
"6688	F1463D12-1611-4C41-9CE5-AAA776307515	1999/0106	19990106	N	1999-07-02	69.46667	20.33333	G	Grunnst�ting	KARIANNE	POINT(20.3333339691162 69.466667175293)"
"1641	F9601A16-D61D-4B5A-894B-28B3FF39F53A	1999/0139	19990139	N	1999-06-19	70.91666	27.11667	G	Grunnst�ting	KAI FRODE	POINT(27.1166667938232 70.9166641235352)"
"915	9EBDA8E0-F245-4418-BEE7-171E69DE75C1	1999/0123	19990123	N	1999-06-15	65.79317	12.52167	G	Grunnst�ting	LØKTA	POINT(12.5216665267944 65.7931671142578)"
"7519	E78B4984-E7E7-451E-AC7B-BE6B6FC9A4B5	1999/0108	19990108	N	1999-06-14	59.91667	10.25	G	Grunnst�ting	EIKERN	POINT(10.25 59.9166679382324)"
"1313	FCF24BF1-7E67-48F3-AD63-20EE21301F37	1999/0143	19990143	N	1999-05-29	60.33033	5.158333	G	Grunnst�ting	BULKO	POINT(5.15833330154419 60.3303337097168)"
"3194	7E4F97D7-7D64-451A-9B99-50449C76F3D4	1999/0138	19990138	N	1999-05-27	71.13333	35.85	G	Grunnst�ting	PERLEBUEN	POINT(35.8499984741211 71.1333312988281)"
"5849	6AED9C40-057D-4FBF-8544-94E7FEEF6D0F	1999/0156	19990156	N	1999-05-17	62.3075	5.519166	G	Grunnst�ting	PORSØY	POINT(5.51916646957397 62.3074989318848)"
"10067	4C7508E7-7D8D-4661-8F85-FEA33A34A800	1999/0095	19990095	N	1999-04-24	69.8835	20.095	G	Grunnst�ting	HAVNOR	POINT(20.0949993133545 69.8834991455078)"
"9998	C524FAEF-D5FD-4C88-9EF5-FD10EF23073E	1999/0067	19990067	N	1999-04-22	70.96833	27.55333	G	Grunnst�ting	TOR-ANGEL	POINT(27.5533332824707 70.9683303833008)"
"7214	78D029C5-ED1B-4D48-95A2-B7B2C2D936FC	1999/0063	19990063	N	1999-04-15	67.83733	14.78533	G	Grunnst�ting	BRENTLAND	POINT(14.7853336334229 67.8373336791992)"
"6725	FF030415-522A-4695-B447-AC0AAEE53777	1999/0062	19990062	N	1999-04-10	67.87	12.954	G	Grunnst�ting	WENCHE	POINT(12.9540004730225 67.870002746582)"
"4568	C09CF052-F62E-4348-9976-73234A8A8858	1999/0082	19990082	N	1999-04-10	59.085	10.975	G	Grunnst�ting	ANTARES	POINT(10.9750003814697 59.0849990844727)"
"9302	3DBA91DB-E3D4-4C17-9734-EB55EE0FA9BB	1999/0060	19990060	N	1999-03-30	59.95083	5.983667	G	Grunnst�ting	BROA	POINT(5.98366689682007 59.9508323669434)"
"3166	74712DD2-5D22-4CDD-8EBE-4FA0EBA9A131	1999/0059	19990059	N	1999-03-25	68.56717	16.525	G	Grunnst�ting	KONGSØY	POINT(16.5249996185303 68.5671691894531)"
"3290	3F565B68-DAF7-4577-AB6E-52BAA3E08BDE	1999/0047	19990047	N	1999-03-25	64.4	10.418	G	Grunnst�ting	MARBLE SEA	POINT(10.4180002212524 64.4000015258789)"
"9780	03918E0A-77EB-4CCE-8854-F784E99849BC	1999/0077	19990077	N	1999-03-23	70.87167	27.46667	G	Grunnst�ting	RØDSTEIN	POINT(27.466667175293 70.8716659545898)"
"5487	C3E0568E-E39F-4E4A-9D62-8A8AE9D45DBF	1999/0044	19990044	N	1999-03-21	68.155	4.25	G	Grunnst�ting	ERIK BYE	POINT(4.25 68.1549987792969)"
"1685	8BC87F46-95C9-4B78-9503-29F1165346E4	1999/0043	19990043	N	1999-03-17	69.003	15.1915	G	Grunnst�ting	STÅLTIND 1	POINT(15.191499710083 69.0029983520508)"
"4736	F98F820E-6BE8-449F-AF29-778680B2C23E	1999/0055	19990055	N	1999-03-09	69.58334	24.11667	G	Grunnst�ting	ARILD	POINT(24.1166667938232 69.5833358764648)"
"9190	3E69B927-B11A-4E23-9F35-E806DD3708B3	1999/0054	19990054	N	1999-03-06	61.98333	5.151	G	Grunnst�ting	GREEN IGLOO	POINT(5.15100002288818 61.9833335876465)"
"9734	2D1D2452-7E98-45BA-81DE-F64A8204198D	1999/0042	19990042	N	1999-03-06	71.05583	25.91733	G	Grunnst�ting	EDØYVÆRING	POINT(25.9173336029053 71.0558319091797)"
"1118	0CB647F7-8A8F-4E4A-B7FD-1C145DD4254E	1999/0052	19990052	N	1999-03-02	65.59133	11.73633	G	Grunnst�ting	TORGERSEN JUNIOR	POINT(11.7363328933716 65.5913314819336)"
"4965	55E9E657-77DF-447C-AB9C-7DC42F9FCF72	1999/0040	19990040	N	1999-02-27	69.293	16.96067	G	Grunnst�ting	BARENSO	POINT(16.9606666564941 69.2929992675781)"
"6035	39EE457A-EC76-4123-B794-9980ADAE9749	1999/0266	19990266	N	1999-02-24	38.5	-8.916667	G	Grunnst�ting	HEYKUR	POINT(-8.91666698455811 38.5)"
"5473	4D3E82FB-5434-4941-B796-8A3364DA7BBA	1999/0037	19990037	N	1999-02-23	59.06217	10.47	G	Grunnst�ting	BELL ROCK	POINT(10.4700002670288 59.0621681213379)"
"8560	4300CC64-A218-4CD3-AB8B-D7C7EBDD060D	1999/0121	19990121	N	1999-02-22	63.7	9.733334	G	Grunnst�ting	TANJA	POINT(9.73333358764648 63.7000007629395)"
"9909	DB795188-707F-4C86-82FE-FA7E12013EA8	1999/0028	19990028	N	1999-02-18	60.1175	5.201167	G	Grunnst�ting	GREEN FROST	POINT(5.20116662979126 60.1175003051758)"
"4852	5AA30785-80D2-464B-8269-7AAAAB8D1D45	1999/0034	19990034	N	1999-02-13	65.67083	12.14167	G	Grunnst�ting	BINDAL	POINT(12.1416664123535 65.6708297729492)"
"8312	1F0DF9DD-3581-4FA5-8055-D123004EA518	1999/0033	19990033	N	1999-02-08	51.33333	3.2	G	Grunnst�ting	TERRIER	POINT(3.20000004768372 51.3333320617676)"
"4233	ACE1E19D-3F66-445A-84DE-6A992AC4526E	1999/0015	19990015	N	1999-01-28	68.31866	13.73967	G	Grunnst�ting	EGGUMSVÆRING	POINT(13.7396669387817 68.3186645507813)"
"1375	B73AC309-F3ED-4608-8F59-225DE820A435	1999/0031	19990031	N	1999-01-15	70.345	22.85	G	Grunnst�ting	MJÅNES	POINT(22.8500003814697 70.3450012207031)"
"2785	15FC00AC-9FB7-4DA0-B9F1-4606F16315FA	1999/0019	19990019	N	1999-01-07	68.157	14.65	G	Grunnst�ting	VÅGAN	POINT(14.6499996185303 68.1569976806641)"
"7307	E40211B5-776F-4B98-B43B-B9ADF410F4B0	1999/0006	19990006	N	1999-01-06	62.59583	6.26	G	Grunnst�ting	TROMSØYBUEN	POINT(6.26000022888184 62.595832824707)"
"4504	4B381EF7-97F7-4615-A491-7114AAF96644	1999/0005	19990005	N	1999-01-06	69.78367	29.07167	G	Grunnst�ting	GRØTFJORDBUEN	POINT(29.0716667175293 69.7836685180664)"
"7616	3492ABD2-A31B-4097-9846-C100BC22C41D	1999/0004	19990004	J	1999-01-04	27.992	34.48717	G	Grunnst�ting	HERAKLES	POINT(34.4871673583984 27.992000579834)"
"5644	FFAA4792-2068-4CA4-8D0B-8EF4E41AEB3B	1999/0002	19990002	N	1999-01-03	61.91784	5.1175	G	Grunnst�ting	VESTLAND	POINT(5.11749982833862 61.9178352355957)"
"3614	CCFF326F-D25A-4E9D-87CE-5B0E366D5CF6	1999/0001	19990001	N	1999-01-03	67.504	12.07167	G	Grunnst�ting	BOGNES	POINT(12.0716667175293 67.5039978027344)"
"3482	906FE49C-3CAC-4E9B-AF43-572A10836AE6	1998/0221	19980221	N	1998-12-30	69.585	17.86667	G	Grunnst�ting	EINARSOM	POINT(17.8666667938232 69.5849990844727)"
"9306	A5441927-D7BB-4F43-A914-EB7F1935FC0C	1998/0234	19980234	N	1998-12-30	55.6335	12.9005	G	Grunnst�ting	MALMNES	POINT(12.9005002975464 55.6334991455078)"
"10090	4803F351-452D-456B-9F26-FF4DE68A778A	1998/0207	19980207	N	1998-12-26	61.617	4.951334	G	Grunnst�ting	HAVILA RUNDE	POINT(4.95133352279663 61.617000579834)"
"7300	5DF478BB-F12B-4AD7-B950-B9991A221A4B	1998/0227	19980227	N	1998-12-21	68.57333	16.52833	G	Grunnst�ting	JUVEL	POINT(16.5283336639404 68.5733337402344)"
"4793	5D16DB81-BEC7-4F50-8201-78C005BDF1F1	1998/0269	19980269	N	1998-12-21	70.62833	23.4	G	Grunnst�ting	HOLGER	POINT(23.3999996185303 70.6283340454102)"
"268	93251AE9-FF10-44EB-B520-06B8A06E0291	1998/0229	19980229	N	1998-12-21	70.96	25.83333	G	Grunnst�ting	HAVBÅRA	POINT(25.8333339691162 70.9599990844727)"
"9424	10CBD31B-2704-40A4-B935-EE5180402ED3	1998/0260	19980260	N	1998-12-17	63.26667	8.066667	G	Grunnst�ting	ALBENNY	POINT(8.06666660308838 63.2666664123535)"
