"ogc_fid	id	ulykkenummer	intulykkenr	nestenulykke	dato	breddegrad	lengdegrad	ulykketype_kode	ulykketype	skipinvolvert	geom_wkt"
"684	047E75D5-D81F-4697-97BC-10FB7EC65025	1998/0218	19980218	N	1998-12-15	70.31667	20.15	G	Grunnst�ting	BEATE VERONICA	POINT(20.1499996185303 70.3166656494141)"
"4162	1F182F19-E6F5-4661-B92A-68D2999304D6	1998/0219	19980219	N	1998-12-15	17.9905	-63.05617	G	Grunnst�ting	MONARCH OF THE SEAS	POINT(-63.0561676025391 17.99049949646)"
"3752	ED3EB8FB-2890-46DE-8C1D-5E96AAA02B92	1998/0233	19980233	N	1998-12-14	67.403	1.986333	G	Grunnst�ting	POLARBULK	POINT(1.98633337020874 67.4029998779297)"
"8442	100E9821-0AD0-4C18-A73B-D4597242FBF8	1998/0216	19980216	N	1998-12-03	66.72583	12.4765	G	Grunnst�ting	RAFNES	POINT(12.4764995574951 66.725830078125)"
"198	F0FEF907-8785-45E7-9213-050E980A39F6	1998/0205	19980205	N	1998-12-01	68.55833	16.52417	G	Grunnst�ting	ALVERSTRAUM	POINT(16.5241661071777 68.5583343505859)"
"3680	5A1F74C5-C78A-4D61-B7D4-5C8EEB2F6924	1998/0187	19980187	N	1998-11-28	59.13334	10.88333	G	Grunnst�ting	LA VIDA	POINT(10.8833332061768 59.1333351135254)"
"4309	15907B93-36F2-425D-A3AF-6CD02C4F23BF	1998/0204	19980204	N	1998-11-28	61.71817	4.9505	G	Grunnst�ting	POLARBAS	POINT(4.95050001144409 61.7181663513184)"
"3587	12F3FAC4-DF8D-462C-A84F-5A805232DD36	1998/0197	19980197	N	1998-11-19	70.125	19.99083	G	Grunnst�ting	NORDFJELL	POINT(19.9908332824707 70.125)"
"7720	134573FB-2D29-4E5F-B449-C32F79874278	1998/0215	19980215	N	1998-11-19	70.694	23.61467	G	Grunnst�ting	DOGGI	POINT(23.6146659851074 70.6940002441406)"
"8660	DA8C4BDF-E5A5-48B2-9F7C-D9E41211C3CB	1998/0214	19980214	N	1998-11-15	65.45533	12.17583	G	Grunnst�ting	FRANTSEN JUNIOR	POINT(12.1758337020874 65.4553298950195)"
"5402	95C4B93C-5E74-4601-9453-8872D6D8DAC4	1998/0188	19980188	N	1998-11-12	60.40917	5.242833	G	Grunnst�ting	GAMA	POINT(5.24283313751221 60.4091682434082)"
"1030	B75E11D9-B10F-44D9-A379-19C2CCE3382A	1998/0186	19980186	N	1998-11-06	70.03333	18.567	G	Grunnst�ting	KARLSØY	POINT(18.5669994354248 70.033332824707)"
"6389	C4140B3B-354D-4B36-BCCB-A2CB10D3DE60	1998/0183	19980183	N	1998-10-24	68.96767	16.62833	G	Grunnst�ting	ÅMNESSUND	POINT(16.6283340454102 68.9676666259766)"
"9879	D90FC514-8D2D-40C7-A9DC-FA0621A81B80	1998/0182	19980182	N	1998-10-23	67.83434	14.77467	G	Grunnst�ting	STEIN BJARNE	POINT(14.7746667861938 67.8343353271484)"
"9837	0C252B92-A528-466F-8327-F8E5A98143EB	1998/0179	19980179	N	1998-10-22	60.85133	4.818	G	Grunnst�ting	NORSK DROTT	POINT(4.81799983978271 60.8513336181641)"
"6165	8648CF02-FEE9-4179-AD2A-9CF7ECD33147	1998/0177	19980177	N	1998-10-21	60.08467	5.016667	G	Grunnst�ting	HORDAFOR PILOT	POINT(5.01666688919067 60.0846672058105)"
"9847	DD47A78E-5B69-4DA3-A704-F928AA9416F1	1998/0176	19980176	N	1998-10-20	65.908	12.02267	G	Grunnst�ting	ALTOR	POINT(12.0226669311523 65.9079971313477)"
"4283	5AFDF823-997E-40AF-A034-6C16A54055C9	1998/0175	19980175	N	1998-10-20	62.38334	5.616667	G	Grunnst�ting	VALDERØY	POINT(5.61666679382324 62.3833351135254)"
"9896	80DA5F76-8BC0-47CD-B2A4-FA4587A5B5B5	1998/0169	19980169	N	1998-10-13	70.8	23.5	G	Grunnst�ting	TERNA	POINT(23.5 70.8000030517578)"
"5844	C4AF1990-F9AE-46DD-AD96-94CAFEEC6019	1998/0167	19980167	N	1998-10-12	67.74117	14.73633	G	Grunnst�ting	ØYABAS JUNIOR	POINT(14.7363328933716 67.7411651611328)"
"8199	AA14BCFF-21D4-4850-AAE5-CE798EC512CD	1998/0166	19980166	N	1998-10-09	61.36666	4.9005	G	Grunnst�ting	BRETTEN	POINT(4.90049982070923 61.3666648864746)"
"8946	8DD9486F-877C-4C80-8ABE-E1976C677AA4	1998/0163	19980163	N	1998-10-07	69.58117	17.8845	G	Grunnst�ting	VINJESUND	POINT(17.88450050354 69.581169128418)"
"8424	23E7A7CF-07A9-427E-A192-D3D4BC0AE1C5	1998/0164	19980164	N	1998-10-07	69.8	20.951	G	Grunnst�ting	ALBENNY	POINT(20.951000213623 69.8000030517578)"
"2533	74CDFABA-E0A8-40B3-9E30-3FC900E8F0F8	1998/0158	19980158	N	1998-09-16	78.23333	14.08333	G	Grunnst�ting	ARTIC CORSAIR	POINT(14.0833330154419 78.2333297729492)"
"2659	EE0C1E0C-14CE-4773-B675-430ACBD0CC61	1998/0121	19980121	N	1998-09-08	63.5	9.95	G	Grunnst�ting	FRØYHAV	POINT(9.94999980926514 63.5)"
"4744	EE482DA2-3E85-464A-A960-77BF05DE9DD4	1998/0120	19980120	N	1998-09-06	69.98333	24.78333	G	Grunnst�ting	GUTTØY	POINT(24.783332824707 69.9833297729492)"
"5027	781EA234-66DD-4163-BB7E-7F4EEE26FF6B	1998/0156	19980156	N	1998-09-04	59.28333	11.11667	G	Grunnst�ting	TRANS HOLM	POINT(11.1166667938232 59.283332824707)"
"8197	C5E6BD15-197C-450C-BA8C-CE72EAFCECAE	1998/0155	19980155	N	1998-09-03	55.37667	13.035	G	Grunnst�ting	LOBO	POINT(13.0349998474121 55.3766670227051)"
"3131	C4748F7F-8213-48E3-9D14-4ECC0B610CD5	1998/0117	19980117	N	1998-08-26	70.82333	28.7015	G	Grunnst�ting	BALLSTADVÆRING	POINT(28.7014999389648 70.8233337402344)"
"5368	F9D0A33B-C233-4993-9706-87A7B630260F	1998/0115	19980115	N	1998-08-24	77.47667	16.15667	G	Grunnst�ting	ORIGO	POINT(16.156665802002 77.4766693115234)"
"769	97303844-1882-453E-BAEC-13879482EE78	1998/0228	19980228	N	1998-08-22	63.85	9.65	G	Grunnst�ting	LYNX	POINT(9.64999961853027 63.8499984741211)"
"8712	AABF9759-3581-4C3C-B80B-DB2AA5AE764D	1998/0151	19980151	N	1998-08-17	29.925	32.55033	G	Grunnst�ting	STRIPE	POINT(32.5503349304199 29.9249992370605)"
"682	9B60FF7D-9343-418A-885F-10EE763AE482	1998/0112	19980112	N	1998-08-13	70.63583	29.8	G	Grunnst�ting	ANGVALDSON	POINT(29.7999992370605 70.6358337402344)"
"4641	69320FCF-E842-4D6E-9D2C-75372BA39243	1998/0148	19980148	N	1998-08-07	68.84116	16.60267	G	Grunnst�ting	RAINBOW HOPE	POINT(16.6026668548584 68.8411636352539)"
"2528	E1A7845D-26E1-464D-83A2-3FA474E271D6	1998/0107	19980107	N	1998-07-27	60.95083	6.967167	G	Grunnst�ting	LADY ANNE	POINT(6.96716690063477 60.9508323669434)"
"1143	BEEF6384-4241-498D-983E-1C7C08A2FFC4	1998/0136	19980136	N	1998-07-26	78.95	11.91667	G	Grunnst�ting	POLARBOY	POINT(11.9166669845581 78.9499969482422)"
"8309	9586D40B-7334-4123-A948-D118BFBDBDB2	1998/0104	19980104	N	1998-07-21	71.11667	25.33833	G	Grunnst�ting	SISSEL	POINT(25.3383331298828 71.1166687011719)"
"4179	211B3051-747F-4B00-B0CD-693BAAF24130	1998/0103	19980103	N	1998-07-10	71.64066	27.8075	G	Grunnst�ting	CHARNI	POINT(27.8075008392334 71.6406631469727)"
"6516	DA4FCC10-8B13-460F-AD29-A5D98D6BC008	1998/0102	19980102	N	1998-07-09	62.301	5.618	G	Grunnst�ting	RINKOE	POINT(5.61800003051758 62.3009986877441)"
"8832	FC0C0BC0-7F97-4A8D-A416-DE537D9977E8	1998/0270	19980270	N	1998-07-03	66.53633	12.13533	G	Grunnst�ting	HELGELAND	POINT(12.1353330612183 66.5363311767578)"
"6189	4F81D4F3-B5AD-43DC-A0C7-9DBD23A2191E	1998/0093	19980093	N	1998-06-25	58.46333	5.906667	G	Grunnst�ting	GAMLE ROGALAND	POINT(5.90666675567627 58.4633331298828)"
"8389	A102E56F-91F8-44A7-BE51-D2CDFE9DCB16	1998/0129	19980129	N	1998-06-18	27.95	-82.46667	G	Grunnst�ting	BELNOR	POINT(-82.466667175293 27.9500007629395)"
"4977	9C878ABA-80D6-4AD3-9A23-7E05F7F6F9A3	1998/0088	19980088	N	1998-06-08	21.63333	69.60167	G	Grunnst�ting	ARTHUR STOVE	POINT(69.6016693115234 21.6333332061768)"
"4505	58CEA353-026E-427E-8C18-71191D17F967	1998/0087	19980087	N	1998-06-08	66.36867	12.62467	G	Grunnst�ting	RANA	POINT(12.6246662139893 66.3686676025391)"
"3685	71F278F0-59C8-41F8-A54C-5CA429D06FD6	1998/0076	19980076	N	1998-05-27	55.6675	12.66717	G	Grunnst�ting	SEA WAVE	POINT(12.6671667098999 55.6674995422363)"
"3366	D30254B3-2AF6-4014-B445-543B4EED45B8	1998/0075	19980075	N	1998-05-25	59.46667	6.25	G	Grunnst�ting	KOBBEN	POINT(6.25 59.466667175293)"
"6878	F4F25C72-7C1B-4414-8FED-AFEDB4F2DEC3	1998/0074	19980074	N	1998-05-22	70.27966	30.9925	G	Grunnst�ting	POLARVIND	POINT(30.9925003051758 70.2796630859375)"
"6289	9548FE68-4D5D-4918-AD1A-A04663E5049B	1998/0073	19980073	N	1998-05-13	70.08	19.525	G	Grunnst�ting	NIPNES	POINT(19.5249996185303 70.0800018310547)"
"4259	27A9B011-C432-415D-9048-6B4468A5204C	1998/0071	19980071	N	1998-05-12	69.29166	17.95333	G	Grunnst�ting	ULA	POINT(17.953332901001 69.2916641235352)"
"620	E9104E1B-1CEF-48E6-8DA0-0FB5116D2F13	1998/0049	19980049	N	1998-04-15	70.38667	21.70167	G	Grunnst�ting	TERNHOLM	POINT(21.7016658782959 70.3866653442383)"
"7832	1D0D3891-EAAB-4239-914B-C5B36EA403D3	1998/0082	19980082	N	1998-04-07	56.63334	10.66667	G	Grunnst�ting	GULLHOLM	POINT(10.6666669845581 56.6333351135254)"
"4719	9D3506F6-55FB-4002-9814-770F525B76D6	1998/0059	19980059	N	1998-03-18	60.81767	4.784667	G	Grunnst�ting	JOTUNHEIM	POINT(4.78466653823853 60.8176651000977)"
"4436	457C21F8-A433-48BF-8351-6F5EF65B47C4	1998/0038	19980038	N	1998-03-11	67.50733	11.97567	G	Grunnst�ting	HAVFLORA	POINT(11.9756669998169 67.5073318481445)"
"8038	82EF5322-EE5E-41D1-8A71-CA9F84E293E9	1998/0037	19980037	N	1998-03-10	70.24917	21.79417	G	Grunnst�ting	RYPØY	POINT(21.7941665649414 70.2491683959961)"
"6378	75E07FDD-A716-40F9-916C-A29547EEADFD	1998/0035	19980035	N	1998-03-09	65.671	12.14167	G	Grunnst�ting	RAMTIND	POINT(12.1416664123535 65.6709976196289)"
"2092	36DF2121-F954-4A44-937F-342CFBF5DB53	1998/0043	19980043	N	1998-03-09	62.03333	5.383333	G	Grunnst�ting	GRIP SUPERIOR	POINT(5.38333320617676 62.033332824707)"
"5274	AE2D46CF-3EDA-4BE1-9E86-856D9E881EB0	1998/0034	19980034	N	1998-03-08	63.507	7.975667	G	Grunnst�ting	TORGERSEN JUNIOR	POINT(7.97566652297974 63.5069999694824)"
"8952	DBB13093-DC86-4AAB-A02E-E1AA39CCB773	1998/0054	19980054	N	1998-03-06	63.05	7.383333	G	Grunnst�ting	ØYASUND	POINT(7.38333320617676 63.0499992370605)"
"8307	B1500B6F-4F82-4013-95AB-D105B5035476	1998/0125	19980125	N	1998-03-04	68.8	17.21667	G	Grunnst�ting	LAVANGEN	POINT(17.216667175293 68.8000030517578)"
"6017	370E0E79-2D42-4F86-AB36-990EA7BE2C8F	1998/0024	19980024	N	1998-03-03	62.20067	5.4875	G	Grunnst�ting	BRØNNØY	POINT(5.48750019073486 62.2006683349609)"
"8089	49C9649E-4363-4A8A-8FF4-CC374BD6C3A2	1998/0023	19980023	N	1998-02-27	63.15667	7.956666	G	Grunnst�ting	BOLSØY	POINT(7.95666646957397 63.156665802002)"
"2179	8155B7E6-3F11-4C41-9762-369E61E88AB0	1998/0032	19980032	N	1998-02-21	64.9185	11.3845	G	Grunnst�ting	GAYSER SENIOR	POINT(11.3844995498657 64.9185028076172)"
"7354	FDF812B3-D067-4405-845B-BABA6BE95E34	1998/0022	19980022	N	1998-02-18	61.46717	5.033333	G	Grunnst�ting	NORIENT	POINT(5.03333330154419 61.4671669006348)"
"7033	47C668A1-CC74-4EB9-AF8E-B3E9F7E8B065	1998/0250	19980250	N	1998-02-17	68.28933	14.854	G	Grunnst�ting	BJØRNEBØEN	POINT(14.8540000915527 68.2893295288086)"
"5241	8038AD1B-1E74-46FE-8665-84BBBD6C8BD7	1998/0013	19980013	N	1998-02-07	68.55	16.45833	G	Grunnst�ting	NORDSTAR	POINT(16.4583339691162 68.5500030517578)"
"7792	E52745C3-C8F6-4D3A-8E8F-C4E1EB31DCFA	1998/0010	19980010	N	1998-01-30	61.58484	4.966667	G	Grunnst�ting	TROND	POINT(4.96666669845581 61.5848350524902)"
"1344	0CCB4244-1AEB-49D9-9E46-21AA33D991D5	1998/0008	19980008	N	1998-01-17	68.87133	14.97067	G	Grunnst�ting	NORDGRUNN	POINT(14.970666885376 68.8713302612305)"
"4837	5D43FB27-AAC3-43AE-8FCE-7A1CF7F77BCD	1998/0004	19980004	N	1998-01-13	65.21767	13.88533	G	Grunnst�ting	ULRIKEN	POINT(13.8853330612183 65.2176666259766)"
"413	2227C756-C462-4D29-888A-0A763A9ABFB0	1998/0019	19980019	N	1998-01-11	61.501	5	G	Grunnst�ting	SOLSTRAUM	POINT(5 61.5009994506836)"
"7473	608EEBC3-92D5-4D43-8003-BD7BB9ADB99E	1998/0007	19980007	N	1998-01-06	69.23367	17.96	G	Grunnst�ting	VIKATRÅL	POINT(17.9599990844727 69.2336654663086)"
"9444	A3661461-217F-4BED-98CE-EED5FCEA4A7D	1998/0001	19980001	N	1998-01-05	70.2675	30.99667	G	Grunnst�ting	JOHN OLE	POINT(30.9966659545898 70.2675018310547)"
"3965	AEAB914E-AF61-441C-B04C-63E9FA60FFCD	1997/0240	19970240	N	1997-12-21	66.13333	12.4	G	Grunnst�ting	HAVTRANS	POINT(12.3999996185303 66.1333312988281)"
"4003	A9442782-639E-4B95-89F4-64DC0D92CEBC	1997/0258	19970258	N	1997-12-19	67.08533	14.43333	G	Grunnst�ting	SESAM	POINT(14.4333333969116 67.085334777832)"
"3397	D6B6D567-CBB5-4D91-9C49-5508862C2CEE	1997/0257	19970257	N	1997-12-17	66.73333	13.27167	G	Grunnst�ting	SJÅVIKNES	POINT(13.2716665267944 66.7333297729492)"
"8226	EF910E62-2526-49FF-A44E-CF15E20D0766	1997/0267	19970267	N	1997-12-17	41.11666	29.05	G	Grunnst�ting	ORANGE STAR	POINT(29.0499992370605 41.1166648864746)"
"7143	A5BD63A4-ECB1-4D37-BCE3-B66F78C30AF5	1997/0231	19970231	N	1997-12-17	68.66634	15.93233	G	Grunnst�ting	BLÅTIND	POINT(15.9323329925537 68.6663360595703)"
"5056	65EED03F-6679-42AB-ACA8-801BB7DCA774	1997/0266	19970266	N	1997-12-15	67.65533	12.70667	G	Grunnst�ting	LENA LINE	POINT(12.7066669464111 67.6553344726563)"
"5119	989909D4-7F39-4D0F-99E1-817F19B9436E	1997/0214	19970214	N	1997-12-05	69.23333	17.955	G	Grunnst�ting	MESTERVIK	POINT(17.9549999237061 69.2333297729492)"
"10048	0CA1B2A3-6E41-48C5-846B-FE28946C9125	1997/0269	19970269	N	1997-11-30	70.38333	31.16667	G	Grunnst�ting	ALBATROSS	POINT(31.1666660308838 70.3833312988281)"
"8503	C0FA013C-FCCC-49F3-AF50-D5E508C03A78	1997/0228	19970228	N	1997-11-29	59.61666	10.63333	G	Grunnst�ting	AASLAND	POINT(10.6333332061768 59.6166648864746)"
"6551	3DFCC352-3484-409B-9798-A7012A4B9EF3	1997/0279	19970279	N	1997-11-27	67.385	14.48333	G	Grunnst�ting	STEIGFART	POINT(14.4833335876465 67.3850021362305)"
"7398	E49E997E-BCBE-4E33-AB3A-BBEC983CEC52	1997/0198	19970198	N	1997-11-23	70.73333	29.65	G	Grunnst�ting	FLOHOLMEN	POINT(29.6499996185303 70.7333297729492)"
"5377	34034959-D313-442E-A571-87E95FC9C489	1997/0197	19970197	N	1997-11-21	69.0225	16.525	G	Grunnst�ting	VÅGAR	POINT(16.5249996185303 69.0224990844727)"
"8056	621CD87C-5A6F-4F5F-B3E0-CB0F062395F1	1997/0196	19970196	N	1997-11-18	59.2	10.95	G	Grunnst�ting	STEINVÅG	POINT(10.9499998092651 59.2000007629395)"
"6825	F84B2415-1827-469F-BFF6-AEB7719B24E7	1997/0211	19970211	N	1997-11-14	69.49667	17.495	G	Grunnst�ting	NORDJARL	POINT(17.4950008392334 69.4966659545898)"
"4803	18D1C905-102D-4DF2-BC8D-790504EACEE4	1997/0227	19970227	N	1997-11-11	78.08334	13	G	Grunnst�ting	VIKATRÅL	POINT(13 78.0833358764648)"
"9613	4B9F2FF5-8736-4A1D-AD36-F376D3710F71	1997/0173	19970173	N	1997-11-08	65.88333	12.32167	G	Grunnst�ting	KARAHAV	POINT(12.3216667175293 65.8833312988281)"
"2498	4E35049B-0BE5-4A26-8946-3E940484A57E	1997/0298	19970298	N	1997-11-07	68.256	16.05667	G	Grunnst�ting	SENHOLMBUEN	POINT(16.0566673278809 68.2559967041016)"
"10005	B73F0FAB-9832-4400-859F-FD30E8968494	1997/0172	19970172	N	1997-11-06	67.51933	14.5065	G	Grunnst�ting	KOPPAREN	POINT(14.5065002441406 67.5193328857422)"
"9340	F8E8099F-1B21-4DBA-A6B7-EC7639496E50	1997/0171	19970171	N	1997-11-05	68.95333	16.25333	G	Grunnst�ting	NONTIND	POINT(16.2533340454102 68.9533309936523)"
"6728	EE8CB12C-449F-40EB-8CA8-AC2C377CDA44	1997/0170	19970170	N	1997-10-24	60.455	6.517	G	Grunnst�ting	LINDHOLM	POINT(6.51700019836426 60.4550018310547)"
"7029	A140DADA-79DE-4574-ABCC-B3E09DEF5414	1997/0209	19970209	N	1997-10-20	61.61666	4.967167	G	Grunnst�ting	KILSTRAUM	POINT(4.96716690063477 61.6166648864746)"
"8460	6EB3AB39-2A79-4F95-AED2-D4D7BB6AB7D3	1997/0166	19970166	N	1997-10-09	67.3875	14.23983	G	Grunnst�ting	MYKEN	POINT(14.2398328781128 67.3874969482422)"
"485	87FF3237-B79E-4521-9F8F-0C82856994AA	1997/0150	19970150	N	1997-10-07	68.94583	16.33667	G	Grunnst�ting	OMSUND	POINT(16.3366661071777 68.9458312988281)"
"4677	A449DF38-22E8-494F-A119-761A41630653	1997/0208	19970208	N	1997-10-05	59.617	19.634	G	Grunnst�ting	HORDAFOR PILOT	POINT(19.6340007781982 59.617000579834)"
"8162	29EF23D8-082D-41E6-8B19-CDB8B7F275A7	1997/0245	19970245	N	1997-10-02	69.98333	21.05	G	Grunnst�ting	TROLLABUEN	POINT(21.0499992370605 69.9833297729492)"
"433	DBA4C59D-11BC-4F4A-AFFC-0ADB1F3C5C93	1997/0148	19970148	N	1997-09-17	59.04167	10.97083	G	Grunnst�ting	BALDUIN	POINT(10.9708337783813 59.0416679382324)"
"1265	7E0F6770-0D70-4A58-ADF0-1FC12E3FD5E0	1997/0290	19970290	N	1997-09-16	63.01667	7.353	G	Grunnst�ting	KANSTAD	POINT(7.35300016403198 63.0166664123535)"
"3207	34CF609D-1C4B-4407-93B9-509FBD3419EC	1997/0135	19970135	N	1997-09-12	61.95	5.141667	G	Grunnst�ting	VESTERVEG	POINT(5.14166688919067 61.9500007629395)"
"3904	A64C699A-4FA4-4304-ABF5-623533081D67	1997/0147	19970147	N	1997-09-03	70.81667	23.43333	G	Grunnst�ting	RAJA	POINT(23.4333324432373 70.8166656494141)"
"4699	7DE6496A-C374-45B0-91A4-76A553FF1DA5	1997/0129	19970129	N	1997-08-25	71.07166	23.99833	G	Grunnst�ting	EGON	POINT(23.9983329772949 71.071662902832)"
"6483	8C879165-8B01-41B7-A657-A4FF9EBFB342	1997/0182	19970182	N	1997-08-20	55.67583	12.67467	G	Grunnst�ting	VIVALDI	POINT(12.6746664047241 55.6758346557617)"
"7543	4920B12B-2940-4027-9B92-BEEFABE29EF3	1997/0128	19970128	N	1997-08-15	59.85333	10.51717	G	Grunnst�ting	EITRHEIM	POINT(10.5171670913696 59.8533325195313)"
"7048	A2D20EC4-C653-4F8E-BA4C-B44B1D937809	1997/0116	19970116	N	1997-08-10	70.555	23.7	G	Grunnst�ting	KLUBBSKJÆR	POINT(23.7000007629395 70.5550003051758)"
"8900	4E84655C-DDFB-4A19-B7E3-E01FFB0928FC	1997/0295	19970295	N	1997-08-06	65.955	11.5	G	Grunnst�ting	HARALD JARL	POINT(11.5 65.9550018310547)"
"2470	83698CF8-788E-4653-AEE1-3DFFF96DB67C	1997/0126	19970126	N	1997-08-06	72.86667	28.45	G	Grunnst�ting	NORDKAPPBANKEN	POINT(28.4500007629395 72.8666687011719)"
"8250	0208548D-1E58-41BA-B447-CF8CE3AE2CB7	1997/0301	19970301	N	1997-08-02	65.47034	12.20233	G	Grunnst�ting	RADIN	POINT(12.2023334503174 65.4703369140625)"
"6814	507BBBB5-8A37-4954-AEB8-AE7F070820E0	1997/0112	19970112	N	1997-07-24	70.368	31.15583	G	Grunnst�ting	KNUT ALEKS	POINT(31.155834197998 70.3679962158203)"
"2339	1DAD0720-C4F5-4517-815B-3A55F142D541	1997/0110	19970110	N	1997-07-21	67.4515	11.91767	G	Grunnst�ting	NORLENNING	POINT(11.9176664352417 67.4514999389648)"
"741	A4C103DA-5562-463F-A8BB-12AB77434BBC	1997/0144	19970144	N	1997-07-13	65.64	12.18417	G	Grunnst�ting	RAMTIND	POINT(12.1841669082642 65.6399993896484)"
"5615	35C43BE0-0B6C-43BF-8004-8E2268DCA1FF	1997/0275	19970275	N	1997-07-13	79.984	18.26217	G	Grunnst�ting	HANSEATIC	POINT(18.2621669769287 79.984001159668)"
"1108	B86FBA91-D2D4-4C88-B30E-1BF3EF39E0C6	1997/0123	19970123	N	1997-07-10	70.7	23.61667	G	Grunnst�ting	DELFIN	POINT(23.6166667938232 70.6999969482422)"
"3648	D7B678E3-1753-432E-B447-5BD9A33F09CE	1997/0108	19970108	N	1997-07-06	60.3675	4.884167	G	Grunnst�ting	MARMON	POINT(4.8841667175293 60.3675003051758)"
"1584	A5703C9F-67AB-41F8-9180-277C160B6E33	1997/0160	19970160	N	1997-07-06	51.34917	3.854833	G	Grunnst�ting	BONA FAIR	POINT(3.85483336448669 51.3491668701172)"
"5874	4C3D02A3-FD3E-490A-BDBC-9583E9071885	1997/0107	19970107	N	1997-06-27	71.06	27.85	G	Grunnst�ting	DANIEL	POINT(27.8500003814697 71.0599975585938)"
"2787	FF1873FC-1022-4317-9945-46223887A7DD	1997/0253	19970253	N	1997-06-27	71.04166	27.85	G	Grunnst�ting	LENANGSVÆRING	POINT(27.8500003814697 71.0416641235352)"
"8783	D825DCDA-1598-4A5D-AAF0-DCB993E2521A	1997/0087	19970087	N	1997-06-18	63.87667	9.765	G	Grunnst�ting	BYRDING	POINT(9.76500034332275 63.8766670227051)"
"8280	60BBD6ED-B154-4EF7-B002-D03A991FA097	1997/0120	19970120	N	1997-06-12	70.38167	22.56667	G	Grunnst�ting	EKKO	POINT(22.5666675567627 70.3816680908203)"
"7390	B0FE5DE3-8033-4F56-9878-BBAB554571BE	1997/0085	19970085	N	1997-06-11	70.23333	20.68667	G	Grunnst�ting	BJØRO	POINT(20.6866664886475 70.2333297729492)"
"3330	5683BE7E-0938-4914-BE4B-538B8D419879	1997/0082	19970082	N	1997-06-08	66.83483	13.28333	G	Grunnst�ting	FASTE JARL	POINT(13.2833337783813 66.834831237793)"
"9021	9847A524-5F78-4703-AB50-E34E0D76B1EA	1997/0236	19970236	N	1997-06-06	59.65167	5.751167	G	Grunnst�ting	NYHOLM	POINT(5.75116682052612 59.651668548584)"
"957	20272E95-FC4F-4191-A1D7-17FFC6CC6C1D	1997/0247	19970247	N	1997-06-05	65.47467	12.209	G	Grunnst�ting	BEATE	POINT(12.2089996337891 65.4746704101563)"
"9627	602F1965-5452-4920-944F-F3CC1E463B02	1997/0139	19970139	N	1997-05-31	70.03333	20.98333	G	Grunnst�ting	BLINK	POINT(20.9833335876465 70.033332824707)"
"5193	D4928740-C967-4AB7-8E2E-8368E520A2EC	1997/0159	19970159	N	1997-05-29	66.30334	12.51667	G	Grunnst�ting	WESTØY	POINT(12.5166664123535 66.303337097168)"
"4813	91E4E030-FC5E-4682-9636-7966C9418E00	1997/0077	19970077	N	1997-05-21	70.86166	29.11667	G	Grunnst�ting	HAVSTAR	POINT(29.1166667938232 70.8616638183594)"
"4579	099908AB-EA31-4F2C-874E-735F7FC9A4E5	1997/0076	19970076	N	1997-05-19	64.88667	11.30333	G	Grunnst�ting	STAKO	POINT(11.3033332824707 64.8866653442383)"
"443	05312407-078D-4F1A-AFE8-0B198B224200	1997/0233	19970233	N	1997-05-15	70.66333	23.68333	G	Grunnst�ting	KNUTNES	POINT(23.6833324432373 70.663330078125)"
"9412	4E676E45-7A8E-46AE-A9E9-EE06B4CA90BB	1997/0060	19970060	N	1997-05-06	64.85167	10.797	G	Grunnst�ting	SKROVABULK	POINT(10.7969999313354 64.8516693115234)"
"5899	95942BA0-043E-4C61-B0A7-960DC0CACD60	1997/0063	19970063	N	1997-04-27	69.56333	18.82833	G	Grunnst�ting	SOLTIND	POINT(18.828332901001 69.5633316040039)"
"3785	4C82BF46-2243-48E9-87DB-5F322241026C	1997/0058	19970058	N	1997-04-25	63.90417	9.918667	G	Grunnst�ting	BULK STAR	POINT(9.91866683959961 63.904167175293)"
"7075	5BC76777-EC58-40B6-B36F-B50890676F2C	1997/0055	19970055	N	1997-04-05	62.61666	6.217167	G	Grunnst�ting	MØRINGEN	POINT(6.21716690063477 62.6166648864746)"
"1451	B5AFAB99-D46D-4AC9-A082-2416EF786546	1997/0067	19970067	N	1997-04-05	68.2345	14.659	G	Grunnst�ting	ØYBUEN	POINT(14.6590003967285 68.2344970703125)"
"4646	9601AC10-6E6C-4C82-A4C3-755893565125	1997/0043	19970043	N	1997-03-31	60.36917	6.350667	G	Grunnst�ting	STEINBJØRN	POINT(6.35066652297974 60.3691673278809)"
"7287	E5DE0C96-E07F-4C4F-93EE-B938A12DCA07	1997/0054	19970054	N	1997-03-30	63.16717	5.5505	G	Grunnst�ting	TANTO	POINT(5.55049991607666 63.1671676635742)"
"9844	78A8705F-E3A1-4963-9283-F919C069BDDF	1997/0034	19970034	N	1997-03-28	68.55717	16.32833	G	Grunnst�ting	POLARTRÅL	POINT(16.328332901001 68.5571670532227)"
"8216	C92F0ADE-7EFE-43EC-AF42-CEE516D787BD	1997/0050	19970050	N	1997-03-25	69.551	18.75217	G	Grunnst�ting	SENJAJENTA	POINT(18.7521667480469 69.5510025024414)"
"6469	35557CDD-4F22-485E-B622-A4776134D615	1997/0048	19970048	N	1997-03-21	70.95834	25.45	G	Grunnst�ting	LENN-OLE	POINT(25.4500007629395 70.9583358764648)"
"779	F93CC294-3376-4934-9987-13AEDCF15945	1997/0157	19970157	N	1997-03-13	57.202	10.8	G	Grunnst�ting	ULSUND	POINT(10.8000001907349 57.2019996643066)"
